lat,lon
50.25022980000001,25.934952999999997
50.25022980000001,25.940382999999997
50.25022980000001,25.945812999999998
50.2502858,25.934615
50.2502858,25.940045
50.2502858,25.945475000000002
50.250480800000005,25.934835
50.250480800000005,25.940265
50.250480800000005,25.945695
50.2504888,25.934851
50.2504888,25.940281
50.2504888,25.945711
50.250655800000004,25.934682
50.250655800000004,25.940112
50.250655800000004,25.945542
50.2507698,25.934537000000002
50.2507698,25.939967000000003
50.2507698,25.945397000000003
50.2508018,25.934489
50.2508018,25.939919
50.2508018,25.945349
50.2509728,25.935041
50.2509728,25.940471
50.2509728,25.945901
50.2513528,25.934666
50.2513528,25.940096
50.2513528,25.945526
50.25136680000001,25.934698
50.25136680000001,25.940128
50.25136680000001,25.945558000000002
50.2514148,25.934317
50.2514148,25.939747
50.2514148,25.945177
50.251524800000006,25.934406
50.251524800000006,25.939836
50.251524800000006,25.945266
50.253564000000004,25.934952999999997
50.253564000000004,25.940382999999997
50.253564000000004,25.945812999999998
50.25362,25.934615
50.25362,25.940045
50.25362,25.945475000000002
50.253815,25.934835
50.253815,25.940265
50.253815,25.945695
50.253823,25.934851
50.253823,25.940281
50.253823,25.945711
50.25399,25.934682
50.25399,25.940112
50.25399,25.945542
50.254104,25.934537000000002
50.254104,25.939967000000003
50.254104,25.945397000000003
50.254135999999995,25.934489
50.254135999999995,25.939919
50.254135999999995,25.945349
50.254307,25.935041
50.254307,25.940471
50.254307,25.945901
50.254687,25.934666
50.254687,25.940096
50.254687,25.945526
50.254701000000004,25.934698
50.254701000000004,25.940128
50.254701000000004,25.945558000000002
50.254749,25.934317
50.254749,25.939747
50.254749,25.945177
50.254859,25.934406
50.254859,25.939836
50.254859,25.945266
50.255265800000004,25.947499
50.255265800000004,25.952929
50.255265800000004,25.958359
50.2554098,25.947893
50.2554098,25.953323
50.2554098,25.958753
50.255793800000006,25.948128999999998
50.255793800000006,25.953559
50.255793800000006,25.958989
50.2557968,25.948214
50.2557968,25.953644
50.2557968,25.959074
50.2559978,25.949237
50.2559978,25.954667
50.2559978,25.960097
50.2560698,25.948034
50.2560698,25.953464
50.2560698,25.958894
50.2560858,25.948968
50.2560858,25.954398
50.2560858,25.959828
50.2562238,25.948993
50.2562238,25.954423000000002
50.2562238,25.959853000000003
50.2568982,25.934952999999997
50.2568982,25.940382999999997
50.2568982,25.945812999999998
50.256954199999996,25.934615
50.256954199999996,25.940045
50.256954199999996,25.945475000000002
50.2571492,25.934835
50.2571492,25.940265
50.2571492,25.945695
50.257157199999995,25.934851
50.257157199999995,25.940281
50.257157199999995,25.945711
50.2573242,25.934682
50.2573242,25.940112
50.2573242,25.945542
50.257438199999996,25.934537000000002
50.257438199999996,25.939967000000003
50.257438199999996,25.945397000000003
50.25747019999999,25.934489
50.25747019999999,25.939919
50.25747019999999,25.945349
50.257641199999995,25.935041
50.257641199999995,25.940471
50.257641199999995,25.945901
50.258021199999995,25.934666
50.258021199999995,25.940096
50.258021199999995,25.945526
50.2580352,25.934698
50.2580352,25.940128
50.2580352,25.945558000000002
50.258083199999994,25.934317
50.258083199999994,25.939747
50.258083199999994,25.945177
50.2581932,25.934406
50.2581932,25.939836
50.2581932,25.945266
50.2586,25.947499
50.2586,25.952929
50.2586,25.958359
50.258744,25.947893
50.258744,25.953323
50.258744,25.958753
50.259128000000004,25.948128999999998
50.259128000000004,25.953559
50.259128000000004,25.958989
50.259131,25.948214
50.259131,25.953644
50.259131,25.959074
50.259332,25.949237
50.259332,25.954667
50.259332,25.960097
50.259403999999996,25.948034
50.259403999999996,25.953464
50.259403999999996,25.958894
50.25942,25.948968
50.25942,25.954398
50.25942,25.959828
50.259558,25.948993
50.259558,25.954423000000002
50.259558,25.959853000000003
50.2619342,25.947499
50.2619342,25.952929
50.2619342,25.958359
50.2620782,25.947893
50.2620782,25.953323
50.2620782,25.958753
50.2624622,25.948128999999998
50.2624622,25.953559
50.2624622,25.958989
50.262465199999994,25.948214
50.262465199999994,25.953644
50.262465199999994,25.959074
50.2626662,25.949237
50.2626662,25.954667
50.2626662,25.960097
50.262738199999994,25.948034
50.262738199999994,25.953464
50.262738199999994,25.958894
50.262754199999996,25.948968
50.262754199999996,25.954398
50.262754199999996,25.959828
50.262892199999996,25.948993
50.262892199999996,25.954423000000002
50.262892199999996,25.959853000000003
50.3010948,25.917218000000002
50.3010948,25.922648000000002
50.3010948,25.928078000000003
50.301121800000004,25.916335
50.301121800000004,25.921765
50.301121800000004,25.927195
50.3011878,25.916134
50.3011878,25.921564
50.3011878,25.926994
50.301318800000004,25.91718
50.301318800000004,25.92261
50.301318800000004,25.92804
50.3015518,25.915902999999997
50.3015518,25.921332999999997
50.3015518,25.926762999999998
50.3016548,25.916976
50.3016548,25.922406
50.3016548,25.927836
50.3017028,25.914511
50.3017028,25.919941
50.3017028,25.925371000000002
50.3017168,25.915689
50.3017168,25.921119
50.3017168,25.926549
50.3017668,25.915799
50.3017668,25.921229
50.3017668,25.926659
50.3020178,25.916256999999998
50.3020178,25.921687
50.3020178,25.927117
50.302120800000004,25.91586
50.302120800000004,25.92129
50.302120800000004,25.92672
50.3022718,25.916332
50.3022718,25.921762
50.3022718,25.927192
50.304429,25.917218000000002
50.304429,25.922648000000002
50.304429,25.928078000000003
50.304456,25.916335
50.304456,25.921765
50.304456,25.927195
50.304522,25.916134
50.304522,25.921564
50.304522,25.926994
50.304653,25.91718
50.304653,25.92261
50.304653,25.92804
50.304885999999996,25.915902999999997
50.304885999999996,25.921332999999997
50.304885999999996,25.926762999999998
50.304989,25.916976
50.304989,25.922406
50.304989,25.927836
50.305037,25.914511
50.305037,25.919941
50.305037,25.925371000000002
50.305051,25.915689
50.305051,25.921119
50.305051,25.926549
50.305101,25.915799
50.305101,25.921229
50.305101,25.926659
50.305352,25.916256999999998
50.305352,25.921687
50.305352,25.927117
50.305455,25.91586
50.305455,25.92129
50.305455,25.92672
50.305606,25.916332
50.305606,25.921762
50.305606,25.927192
50.3077632,25.917218000000002
50.3077632,25.922648000000002
50.3077632,25.928078000000003
50.3077902,25.916335
50.3077902,25.921765
50.3077902,25.927195
50.307856199999996,25.916134
50.307856199999996,25.921564
50.307856199999996,25.926994
50.3079872,25.91718
50.3079872,25.92261
50.3079872,25.92804
50.308220199999994,25.915902999999997
50.308220199999994,25.921332999999997
50.308220199999994,25.926762999999998
50.3083232,25.916976
50.3083232,25.922406
50.3083232,25.927836
50.308371199999996,25.914511
50.308371199999996,25.919941
50.308371199999996,25.925371000000002
50.3083852,25.915689
50.3083852,25.921119
50.3083852,25.926549
50.3084352,25.915799
50.3084352,25.921229
50.3084352,25.926659
50.3086862,25.916256999999998
50.3086862,25.921687
50.3086862,25.927117
50.3087892,25.91586
50.3087892,25.92129
50.3087892,25.92672
50.308940199999995,25.916332
50.308940199999995,25.921762
50.308940199999995,25.927192
50.32782350000001,26.2670405
50.32782350000001,26.2724705
50.32782350000001,26.2779005
50.331157700000006,26.2670405
50.3344919,26.2670405
50.3344919,26.2724705
50.3344919,26.2779005
50.5550058,25.590087999999998
50.5550058,25.595518
50.5550058,25.600948
50.55834,25.590087999999998
50.55834,25.595518
50.55834,25.600948
50.5616742,25.590087999999998
50.5616742,25.595518
50.5616742,25.600948
50.6960258,29.113788
50.6960258,29.119218
50.6960258,29.124648
50.69936,29.113788
50.69936,29.119218
50.69936,29.124648
50.7021698,29.06274
50.7021698,29.068170000000002
50.7021698,29.073600000000003
50.702694199999996,29.124648
50.705504,29.06274
50.705504,29.068170000000002
50.705504,29.073600000000003
50.708838199999995,29.068170000000002
50.708838199999995,29.073600000000003
50.7297258,26.339785000000003
50.7297258,26.345215000000003
50.7297258,26.350645000000004
50.73639419999999,26.339785000000003
50.73639419999999,26.345215000000003
50.73639419999999,26.350645000000004
50.7391968,28.889642999999996
50.7391968,28.895072999999996
50.7391968,28.900502999999997
50.742531,28.889642999999996
50.742531,28.895072999999996
50.742531,28.900502999999997
50.74384380000001,26.401916999999997
50.74384380000001,26.407346999999998
50.74384380000001,26.412777
50.7458652,28.889642999999996
50.7458652,28.895072999999996
50.7458652,28.900502999999997
50.747178000000005,26.401916999999997
50.7490948,29.194864
50.7490948,29.200294
50.7490948,29.205724
50.7504598,29.091785
50.7504598,29.097215000000002
50.7504598,29.102645000000003
50.7505122,26.401916999999997
50.7505122,26.407346999999998
50.7505122,26.412777
50.7514148,28.920971
50.7514148,28.926401000000002
50.7514148,28.931831000000003
50.752429,29.194864
50.752429,29.200294
50.752429,29.205724
50.753794,29.091785
50.753794,29.097215000000002
50.753794,29.102645000000003
50.7543698,29.142048000000003
50.7543698,29.147478000000003
50.7543698,29.152908000000004
50.754749,28.920971
50.754749,28.926401000000002
50.754749,28.931831000000003
50.7547768,29.178241999999997
50.7547768,29.183671999999998
50.7547768,29.189102
50.7557632,29.194864
50.7557632,29.200294
50.7557632,29.205724
50.756756,26.034859
50.756756,26.040289
50.7571282,29.091785
50.7571282,29.097215000000002
50.7571282,29.102645000000003
50.757704,29.142048000000003
50.757704,29.147478000000003
50.757704,29.152908000000004
50.7578318,26.27462
50.7578318,26.28005
50.7578318,26.28548
